"Estado","Municipio","Año","Crimen","Averiguaciones","Tasa","Lugar"
"Oaxaca","San Juan Quiotepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Juan Sayultepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Juan Tabaá",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Juan Tamazola",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Juan Teita",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Juan Teitipac",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Juan Tepeuxila",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Juan Teposcolula",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Juan Yaeé",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Juan Yatzona",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Juan Yucuita",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Lorenzo",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Lorenzo Albarradas",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Lorenzo Cacaotepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Lorenzo Cuaunecuiltitla",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Lorenzo Texmelúcan",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Lorenzo Victoria",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Lucas Camotlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Lucas Ojitlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Lucas Quiaviní",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Lucas Zoquiápam",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Luis Amatlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Marcial Ozolotepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Marcos Arteaga",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Martín de los Cansecos",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Martín Huamelúlpam",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Martín Itunyoso",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Martín Lachilá",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Martín Peras",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Martín Tilcajete",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Martín Toxpalan",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Martín Zacatepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Mateo Cajonos",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Capulálpam de Méndez",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Mateo del Mar",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Mateo Yoloxochitlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Mateo Etlatongo",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Mateo Nejápam",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Mateo Peñasco",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Mateo Piñas",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Mateo Río Hondo",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Mateo Sindihui",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Mateo Tlapiltepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Melchor Betaza",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel Achiutla",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel Ahuehuetitlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel Aloápam",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel Amatitlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel Amatlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel Coatlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel Chicahua",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel Chimalapa",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel del Puerto",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel del Río",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel Ejutla",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel el Grande",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel Huautla",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel Mixtepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel Panixtlahuaca",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel Peras",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel Piedras",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel Quetzaltepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel Santa Flor",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Villa Sola de Vega",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel Soyaltepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel Suchixtepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Villa Talea de Castro",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel Tecomatlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel Tenango",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel Tequixtepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel Tilquiápam",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel Tlacamama",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel Tlacotepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel Tulancingo",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Miguel Yotao",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Nicolás",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Nicolás Hidalgo",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pablo Coatlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pablo Cuatro Venados",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pablo Etla",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pablo Huitzo",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pablo Huixtepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pablo Macuiltianguis",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pablo Tijaltepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pablo Villa de Mitla",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pablo Yaganiza",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Amuzgos",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Apóstol",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Atoyac",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Cajonos",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Coxcaltepec Cántaros",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Comitancillo",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro el Alto",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Huamelula",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Huilotepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Ixcatlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Ixtlahuaca",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Jaltepetongo",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Jicayán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Jocotipac",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Juchatengo",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Mártir",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Mártir Quiechapa",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Mártir Yucuxaco",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Mixtepec -Dto. 22 -",2013,"Secuestros","     1","     2.09","  195"
"Oaxaca","San Pedro Mixtepec -Dto. 26 -",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Molinos",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Nopala",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Ocopetatillo",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Ocotepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Pochutla",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Quiatoni",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Sochiápam",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Tapanatepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Taviche",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Teozacoalco",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Teutila",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Tidaá",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Topiltepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Totolápam",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Villa de Tututepec de Melchor Ocampo",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Yaneri",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Yólox",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro y San Pablo Ayutla",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Villa de Etla",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro y San Pablo Teposcolula",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro y San Pablo Tequixtepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Pedro Yucunama",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Raymundo Jalpan",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Sebastián Abasolo",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Sebastián Coatlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Sebastián Ixcapa",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Sebastián Nicananduta",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Sebastián Río Hondo",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Sebastián Tecomaxtlahuaca",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Sebastián Teitipac",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Sebastián Tutla",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Simón Almolongas",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Simón Zahuatlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Ana",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Ana Ateixtlahuaca",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Ana Cuauhtémoc",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Ana del Valle",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Ana Tavela",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Ana Tlapacoyan",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Ana Yareni",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Ana Zegache",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Catalina Quierí",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Catarina Cuixtla",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Catarina Ixtepeji",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Catarina Juquila",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Catarina Lachatao",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Catarina Loxicha",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Catarina Mechoacán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Catarina Minas",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Catarina Quiané",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Catarina Tayata",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Catarina Ticuá",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Catarina Yosonotú",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Catarina Zapoquila",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Cruz Acatepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Cruz Amilpas",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Cruz de Bravo",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Cruz Itundujia",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Cruz Mixtepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Cruz Nundaco",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Cruz Papalutla",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Cruz Tacache de Mina",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Cruz Tacahua",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Cruz Tayata",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Cruz Xitla",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Cruz Xoxocotlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Cruz Zenzontepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Gertrudis",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Inés del Monte",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Inés Yatzeche",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Lucía del Camino",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Lucía Miahuatlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Lucía Monteverde",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa Lucía Ocotlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Alotepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Apazco",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María la Asunción",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Heroica Ciudad de Tlaxiaco",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Ayoquezco de Aldama",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Atzompa",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Camotlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Colotepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Cortijo",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Coyotepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Chachoápam",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Villa de Chilapa de Díaz",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Chilchotla",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Chimalapa",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María del Rosario",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María del Tule",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Ecatepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Guelacé",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Guienagati",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Huatulco",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Huazolotitlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Ipalapa",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Ixcatlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Jacatepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Jalapa del Marqués",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Jaltianguis",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Lachixío",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Mixtequilla",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Nativitas",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Nduayaco",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Ozolotepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Pápalo",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Peñoles",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Petapa",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Quiegolani",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Sola",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Tataltepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Tecomavaca",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Temaxcalapa",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Temaxcaltepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Teopoxco",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Tepantlali",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Texcatitlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Tlahuitoltepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Tlalixtac",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Tonameca",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Totolapilla",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Xadani",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Yalina",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Yavesía",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Yolotepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Yosoyúa",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Yucuhiti",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Zacatepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Zaniza",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santa María Zoquitlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Amoltepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Apoala",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Apóstol",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Astata",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Atitlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Ayuquililla",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Cacaloxtepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Camotlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Comaltepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Chazumba",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Choápam",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago del Río",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Huajolotitlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Huauclilla",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Ihuitlán Plumas",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Ixcuintepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Ixtayutla",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Jamiltepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Jocotepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Juxtlahuaca",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Lachiguiri",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Lalopa",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Laollaga",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Laxopa",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Llano Grande",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Matatlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Miltepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Minas",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Nacaltepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Nejapilla",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Nundiche",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Nuyoó",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Pinotepa Nacional",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Suchilquitongo",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Tamazola",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Tapextla",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Villa Tejúpam de la Unión",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Tenango",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Tepetlapa",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Tetepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Texcalcingo",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Textitlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Tilantongo",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Tillo",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Tlazoyaltepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Xanica",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Xiacuí",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Yaitepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Yaveo",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Yolomécatl",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Yosondúa",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Yucuyachi",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Zacatepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santiago Zoochila",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Nuevo Zoquiápam",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santo Domingo Ingenio",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santo Domingo Albarradas",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santo Domingo Armenta",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santo Domingo Chihuitán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santo Domingo de Morelos",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santo Domingo Ixcatlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santo Domingo Nuxaá",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santo Domingo Ozolotepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santo Domingo Petapa",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santo Domingo Roayaga",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santo Domingo Tehuantepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santo Domingo Teojomulco",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santo Domingo Tepuxtepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santo Domingo Tlatayápam",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santo Domingo Tomaltepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santo Domingo Tonalá",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santo Domingo Tonaltepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santo Domingo Xagacía",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santo Domingo Yanhuitlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santo Domingo Yodohino",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santo Domingo Zanatepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santos Reyes Nopala",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santos Reyes Pápalo",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santos Reyes Tepejillo",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santos Reyes Yucuná",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santo Tomás Jalieza",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santo Tomás Mazaltepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santo Tomás Ocotepec",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Santo Tomás Tamazulapan",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Vicente Coatlán",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Vicente Lachixío",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","San Vicente Nuñú",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Silacayoápam",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Sitio de Xitlapehua",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Soledad Etla",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Villa de Tamazulápam del Progreso",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Tanetze de Zaragoza",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Taniche",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Tataltepec de Valdés",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Teococuilco de Marcos Pérez",2013,"Secuestros","     0","     0.00","  349"
"Oaxaca","Teotitlán de Flores Magón",2013,"Secuestros","     0","     0.00","  349"
